gene_id	gene_symbol	biotype	description	seq_region_name
ENSG00000168209	DDIT4	protein_coding	DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]	10
ENSG00000205420	KRT6A	protein_coding	keratin 6A [Source:HGNC Symbol;Acc:HGNC:6443]	12
ENSG00000197061	H4C3	protein_coding	H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]	6
ENSG00000185088	RPS27L	protein_coding	ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476]	15
ENSG00000205426	KRT81	protein_coding	keratin 81 [Source:HGNC Symbol;Acc:HGNC:6458]	12
ENSG00000186081	KRT5	protein_coding	keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]	12
ENSG00000104131	EIF3J	protein_coding	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]	15
ENSG00000018699	TTC27	protein_coding	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]	2
ENSG00000183696	UPP1	protein_coding	uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]	7
ENSG00000164687	FABP5	protein_coding	fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]	8
ENSG00000104980	TIMM44	protein_coding	translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]	19
ENSG00000136997	MYC	protein_coding	MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]	8
ENSG00000197245	FAM110D	protein_coding	family with sequence similarity 110 member D [Source:HGNC Symbol;Acc:HGNC:25860]	1
ENSG00000105974	CAV1	protein_coding	caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]	7
ENSG00000147604	RPL7	protein_coding	ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]	8
ENSG00000054148	PHPT1	protein_coding	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]	9
ENSG00000184220	CMSS1	protein_coding	cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666]	3
ENSG00000196754	S100A2	protein_coding	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]	1
ENSG00000135480	KRT7	protein_coding	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	12
ENSG00000170515	PA2G4	protein_coding	proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]	12
ENSG00000115053	NCL	protein_coding	nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]	2
ENSG00000136448	NMT1	protein_coding	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]	17
ENSG00000079785	DDX1	protein_coding	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	2
ENSG00000189403	HMGB1	protein_coding	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]	13
ENSG00000106211	HSPB1	protein_coding	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	7
ENSG00000122026	RPL21	protein_coding	ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]	13
ENSG00000120708	TGFBI	protein_coding	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	5
ENSG00000213741	RPS29	protein_coding	ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]	14
ENSG00000125968	ID1	protein_coding	inhibitor of DNA binding 1 [Source:HGNC Symbol;Acc:HGNC:5360]	20
ENSG00000110651	CD81	protein_coding	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	11
ENSG00000134046	MBD2	protein_coding	methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]	18
ENSG00000177954	RPS27	protein_coding	ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]	1
ENSG00000125977	EIF2S2	protein_coding	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]	20
ENSG00000248527	MTATP6P1	unprocessed_pseudogene	MT-ATP6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44575]	1
ENSG00000164182	NDUFAF2	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:28086]	5
ENSG00000185650	ZFP36L1	protein_coding	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]	14
ENSG00000185479	KRT6B	protein_coding	keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]	12
ENSG00000087088	BAX	protein_coding	BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]	19
ENSG00000006125	AP2B1	protein_coding	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	17
ENSG00000026025	VIM	protein_coding	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	10
ENSG00000169715	MT1E	protein_coding	metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]	16
ENSG00000135046	ANXA1	protein_coding	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	9
ENSG00000221869	CEBPD	protein_coding	CCAAT enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]	8
ENSG00000113739	STC2	protein_coding	stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]	5
ENSG00000111328	CDK2AP1	protein_coding	cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]	12
ENSG00000130939	UBE4B	protein_coding	ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]	1
ENSG00000181350	LRRC75A	protein_coding	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]	17
ENSG00000115163	CENPA	protein_coding	centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]	2
ENSG00000110958	PTGES3	protein_coding	prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]	12
ENSG00000064115	TM7SF3	protein_coding	transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]	12
ENSG00000182257	PRR34	lncRNA	PRR34 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:25606]	22
ENSG00000270188	ENSG00000270188			
ENSG00000158417	EIF5B	protein_coding	eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]	2
ENSG00000152082	MZT2B	protein_coding	mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886]	2
ENSG00000119705	SLIRP	protein_coding	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	14
ENSG00000007168	PAFAH1B1	protein_coding	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	17
ENSG00000124614	RPS10	protein_coding	ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383]	6
ENSG00000117395	EBNA1BP2	protein_coding	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]	1
ENSG00000142864	SERBP1	protein_coding	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]	1
ENSG00000130066	SAT1	protein_coding	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X
ENSG00000164104	HMGB2	protein_coding	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]	4
ENSG00000256618	ENSG00000256618			
ENSG00000165732	DDX21	protein_coding	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]	10
ENSG00000170421	KRT8	protein_coding	keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]	12
ENSG00000145912	NHP2	protein_coding	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	5
ENSG00000189334	S100A14	protein_coding	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]	1
ENSG00000187193	MT1X	protein_coding	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	16
ENSG00000197191	CYSRT1	protein_coding	cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]	9
ENSG00000130204	TOMM40	protein_coding	translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]	19
ENSG00000168003	SLC3A2	protein_coding	solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]	11
ENSG00000103187	COTL1	protein_coding	coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	16
ENSG00000165272	AQP3	protein_coding	aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]	9
ENSG00000212907	MT-ND4L	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]	MT
ENSG00000075624	ACTB	protein_coding	actin beta [Source:HGNC Symbol;Acc:HGNC:132]	7
ENSG00000198830	HMGN2	protein_coding	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]	1
ENSG00000068745	IP6K2	protein_coding	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]	3
ENSG00000105971	CAV2	protein_coding	caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]	7
ENSG00000197958	RPL12	protein_coding	ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]	9
ENSG00000228253	MT-ATP8	protein_coding	mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]	MT
ENSG00000136810	TXN	protein_coding	thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]	9
ENSG00000117399	CDC20	protein_coding	cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]	1
ENSG00000163811	WDR43	protein_coding	WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]	2
ENSG00000142082	SIRT3	protein_coding	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	11
ENSG00000229117	RPL41	protein_coding	ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]	12
ENSG00000111142	METAP2	protein_coding	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]	12
ENSG00000182307	C8orf33	protein_coding	chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]	8
ENSG00000131669	NINJ1	protein_coding	ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]	9
ENSG00000105048	TNNT1	protein_coding	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	19
ENSG00000100097	LGALS1	protein_coding	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	22
ENSG00000088205	DDX18	protein_coding	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	2
ENSG00000183648	NDUFB1	protein_coding	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]	14
ENSG00000100823	APEX1	protein_coding	apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]	14
ENSG00000089685	BIRC5	protein_coding	baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]	17
ENSG00000124795	DEK	protein_coding	DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]	6
ENSG00000134440	NARS1	protein_coding	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]	18
ENSG00000197728	RPS26	protein_coding	ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]	12
ENSG00000160803	UBQLN4	protein_coding	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]	1
ENSG00000167085	PHB1	protein_coding	prohibitin 1 [Source:HGNC Symbol;Acc:HGNC:8912]	17
ENSG00000105281	SLC1A5	protein_coding	solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]	19
ENSG00000137710	RDX	protein_coding	radixin [Source:HGNC Symbol;Acc:HGNC:9944]	11
ENSG00000107984	DKK1	protein_coding	dickkopf Wnt signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]	10
ENSG00000139289	PHLDA1	protein_coding	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	12
ENSG00000173207	CKS1B	protein_coding	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]	1
ENSG00000143183	TMCO1	protein_coding	transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]	1
ENSG00000090273	NUDC	protein_coding	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]	1
ENSG00000184009	ACTG1	protein_coding	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]	17
ENSG00000188643	S100A16	protein_coding	S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]	1
ENSG00000167656	LY6D	protein_coding	lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348]	8
ENSG00000113407	TARS1	protein_coding	threonyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:11572]	5
ENSG00000125148	MT2A	protein_coding	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	16
ENSG00000198840	MT-ND3	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]	MT
ENSG00000114315	HES1	protein_coding	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]	3
ENSG00000178980	SELENOW	protein_coding	selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752]	19
ENSG00000189159	JPT1	protein_coding	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]	17
ENSG00000077380	DYNC1I2	protein_coding	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	2
ENSG00000116161	CACYBP	protein_coding	calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]	1
ENSG00000126777	KTN1	protein_coding	kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]	14
ENSG00000269028	ENSG00000269028			
ENSG00000074800	ENO1	protein_coding	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	1
ENSG00000135316	SYNCRIP	protein_coding	synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]	6
ENSG00000100644	HIF1A	protein_coding	hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]	14
ENSG00000175063	UBE2C	protein_coding	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]	20
ENSG00000173674	EIF1AX	protein_coding	eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]	X
ENSG00000119335	SET	protein_coding	SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]	9
ENSG00000108829	LRRC59	protein_coding	leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817]	17
ENSG00000134057	CCNB1	protein_coding	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]	5
ENSG00000128951	DUT	protein_coding	deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]	15
ENSG00000102172	SMS	protein_coding	spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]	X
ENSG00000132507	EIF5A	protein_coding	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	17
ENSG00000080824	HSP90AA1	protein_coding	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]	14
ENSG00000117450	PRDX1	protein_coding	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]	1
ENSG00000170345	FOS	protein_coding	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	14
ENSG00000070814	TCOF1	protein_coding	treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]	5
ENSG00000187514	PTMA	protein_coding	prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]	2
ENSG00000167644	C19orf33	protein_coding	chromosome 19 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:16668]	19
ENSG00000198888	MT-ND1	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]	MT
ENSG00000169714	CNBP	protein_coding	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]	3
ENSG00000105364	MRPL4	protein_coding	mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]	19
ENSG00000145220	LYAR	protein_coding	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]	4
ENSG00000055044	NOP58	protein_coding	NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]	2
ENSG00000031698	SARS1	protein_coding	seryl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:10537]	1
ENSG00000109861	CTSC	protein_coding	cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]	11
ENSG00000115758	ODC1	protein_coding	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	2
ENSG00000164032	H2AZ1	protein_coding	H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]	4
ENSG00000111669	TPI1	protein_coding	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]	12
ENSG00000173267	SNCG	protein_coding	synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]	10
ENSG00000115816	CEBPZ	protein_coding	CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]	2
ENSG00000215021	PHB2	protein_coding	prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]	12
ENSG00000100664	EIF5	protein_coding	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]	14
ENSG00000136003	ISCU	protein_coding	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	12
ENSG00000109321	AREG	protein_coding	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	4
ENSG00000117724	CENPF	protein_coding	centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]	1
ENSG00000175602	CCDC85B	protein_coding	coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926]	11
ENSG00000148843	PDCD11	protein_coding	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]	10
ENSG00000167996	FTH1	protein_coding	ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]	11
ENSG00000137692	DCUN1D5	protein_coding	defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]	11
ENSG00000087086	FTL	protein_coding	ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]	19
ENSG00000137714	FDX1	protein_coding	ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]	11
ENSG00000099783	HNRNPM	protein_coding	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]	19
ENSG00000092621	PHGDH	protein_coding	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	1
ENSG00000213585	VDAC1	protein_coding	voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]	5
ENSG00000182718	ANXA2	protein_coding	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	15
ENSG00000089693	MLF2	protein_coding	myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:HGNC:7126]	12
ENSG00000096384	HSP90AB1	protein_coding	heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]	6
ENSG00000135069	PSAT1	protein_coding	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	9
ENSG00000126934	MAP2K2	protein_coding	mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]	19
ENSG00000067560	RHOA	protein_coding	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	3
ENSG00000198899	MT-ATP6	protein_coding	mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]	MT
ENSG00000171159	BBLN	protein_coding	bublin coiled coil protein [Source:HGNC Symbol;Acc:HGNC:17823]	9
ENSG00000088325	TPX2	protein_coding	TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]	20
ENSG00000119888	EPCAM	protein_coding	epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529]	2
ENSG00000172889	EGFL7	protein_coding	EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]	9
ENSG00000062716	VMP1	protein_coding	vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]	17
ENSG00000106105	GARS1	protein_coding	glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162]	7
ENSG00000067082	KLF6	protein_coding	KLF transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]	10
ENSG00000145425	RPS3A	protein_coding	ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]	4
ENSG00000198727	MT-CYB	protein_coding	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]	MT
ENSG00000169100	SLC25A6	protein_coding	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	X
ENSG00000197451	HNRNPAB	protein_coding	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	5
ENSG00000187840	EIF4EBP1	protein_coding	eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]	8
ENSG00000196072	BLOC1S2	protein_coding	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]	10
ENSG00000075618	FSCN1	protein_coding	fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]	7
ENSG00000177508	IRX3	protein_coding	iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]	16
ENSG00000124762	CDKN1A	protein_coding	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	6
ENSG00000136045	PWP1	protein_coding	PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]	12
ENSG00000131747	TOP2A	protein_coding	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]	17
ENSG00000163634	THOC7	protein_coding	THO complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:29874]	3
ENSG00000172115	CYCS	protein_coding	cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]	7
ENSG00000123975	CKS2	protein_coding	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]	9
ENSG00000168078	PBK	protein_coding	PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]	8
ENSG00000143158	MPC2	protein_coding	mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]	1
ENSG00000166681	BEX3	protein_coding	brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]	X
ENSG00000174307	PHLDA3	protein_coding	pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934]	1
ENSG00000150753	CCT5	protein_coding	chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]	5
ENSG00000130826	DKC1	protein_coding	dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]	X
ENSG00000141385	AFG3L2	protein_coding	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	18
ENSG00000102144	PGK1	protein_coding	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]	X
ENSG00000175768	TOMM5	protein_coding	translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]	9
ENSG00000132341	RAN	protein_coding	RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]	12
ENSG00000101361	NOP56	protein_coding	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]	20
ENSG00000146731	CCT6A	protein_coding	chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]	7
ENSG00000144635	DYNC1LI1	protein_coding	dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745]	3
ENSG00000124228	DDX27	protein_coding	DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]	20
ENSG00000082074	FYB1	protein_coding	FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]	5
ENSG00000170855	TRIAP1	protein_coding	TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]	12
ENSG00000172216	CEBPB	protein_coding	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]	20
ENSG00000099901	RANBP1	protein_coding	RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]	22
ENSG00000092201	SUPT16H	protein_coding	SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]	14
ENSG00000096060	FKBP5	protein_coding	FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]	6
ENSG00000176788	BASP1	protein_coding	brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]	5
ENSG00000168887	C2orf68	protein_coding	chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353]	2
ENSG00000104267	CA2	protein_coding	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]	8
ENSG00000133316	WDR74	protein_coding	WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]	11
ENSG00000166508	MCM7	protein_coding	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	7
ENSG00000136522	MRPL47	protein_coding	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]	3
ENSG00000074071	MRPS34	protein_coding	mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]	16
ENSG00000253729	PRKDC	protein_coding	protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]	8
ENSG00000166582	CENPV	protein_coding	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]	17
ENSG00000118640	VAMP8	protein_coding	vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]	2
ENSG00000185043	CIB1	protein_coding	calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]	15
ENSG00000131467	PSME3	protein_coding	proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]	17
ENSG00000104332	SFRP1	protein_coding	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	8
ENSG00000141526	SLC16A3	protein_coding	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	17
ENSG00000125868	DSTN	protein_coding	destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]	20
ENSG00000085117	CD82	protein_coding	CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]	11
